ActivityStartDate,MonitoringLocationName,CharacteristicName,ResultMeasureValue,
9/7/2009,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",440,
8/2/2009,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",10,
9/6/2009,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",361,
8/3/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",46,
8/3/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",13,
9/4/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",321,
9/6/2009,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",555,
8/3/2009,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",33,
9/5/2009,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",18,
9/6/2009,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",97,
8/3/2009,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",33,
8/1/2009,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",181,
8/1/2009,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",198,
9/4/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",241,
8/3/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",239,
8/1/2009,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",67,
9/6/2009,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",113,
9/5/2009,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",22,
8/2/2009,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",56,
9/4/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",144,
8/2/2009,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",31,
8/2/2009,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",5,
8/2/2009,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",59,
8/3/2009,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",45,
9/4/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",109,
8/3/2009,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",26,
8/2/2009,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",48,
8/3/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",78,
9/5/2009,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",118,
9/5/2009,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",99,
8/1/2009,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",184,
9/4/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",717,
9/4/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",35,
9/6/2009,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",495,
8/3/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",100,
8/1/2009,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",54,
8/1/2009,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",97,
9/6/2009,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",537,
8/1/2009,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",136,
8/2/2009,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",31,
9/7/2009,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",361,
9/6/2009,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",27,
9/6/2009,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",463,
9/7/2009,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",223,
8/1/2009,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",156,
9/5/2009,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",43,
9/6/2009,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",156,
8/1/2009,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",24,
9/6/2009,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",127,
8/1/2009,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",69,
8/3/2009,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",37,
9/6/2009,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",199,
9/5/2009,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",36,
8/1/2009,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",118,
9/4/2009,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",66,
9/6/2009,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",91,
8/3/2009,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",32,
8/2/2009,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",31,
8/1/2009,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",157,
8/2/2009,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",39,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",39.7,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",31.9,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",71.4,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",11.7,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",114.4,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",152.8,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",118.1,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",23.3,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",237.1,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",150.9,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",31.7,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",62.6,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",97.9,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",81.6,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",178.5,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",149.2,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",14.6,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",83,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",69.1,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",115.9,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",59.4,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",85.1,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",36.6,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",199.8,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",109.9,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",22.6,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",99.2,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",280.7,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",63.6,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",83.9,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",138.3,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",196.8,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",205.1,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",32.1,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",211.3,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",8.8,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",67.1,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",53.9,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",68.6,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",24.1,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",63.7,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",351.6,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",92.4,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",76.6,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",138.8,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",108.4,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",59.7,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",29.8,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",34.7,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",58.3,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",32,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",132.3,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",88.2,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",10.4,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",276.7,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",165.8,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",243.3,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",70.3,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",42.4,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",150,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",50.8,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",39.2,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",64.6,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",55.2,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",110.1,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",35.5,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",117.2,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",150.9,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",47.6,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",7.9,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",66.4,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",91.4,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",12.7,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",136.8,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",35.5,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",54.3,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",42.9,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",60.9,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",115,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",110.7,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",135.2,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",144.7,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",174,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",30.5,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",110.5,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",309,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",22.4,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",123.9,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",60.5,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",171.8,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",48.8,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",120.4,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",147.6,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",80.5,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",172,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",84.4,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",44.3,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",116.3,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",28.6,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",55.6,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",38,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",31.8,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",65.8,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",38,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",45.5,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",185.6,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",88.6,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",42.9,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",91.6,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",52.8,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",34.2,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",358.6,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",56.6,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",85.2,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",38.4,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",8.2,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",40.5,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",142.8,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",67,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",183.3,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",118.9,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",138.4,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",85.5,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",133.2,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",113.8,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",26.1,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",68.6,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",119.5,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",117.3,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",42,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",81.9,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",76.9,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",82.1,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",131.8,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",100.5,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",32.3,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",30,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",22.9,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",48.6,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",56.2,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",51.3,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",49.1,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",75.5,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",88.9,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",63.3,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",24,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",84.3,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",102.5,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",184.7,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",13.8,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",56.9,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",9.2,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",15.5,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",80,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",50.9,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",153.6,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",45.4,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",66,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",89.7,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",26.5,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",25.2,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",22.5,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",261.7,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",102.1,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",18.5,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",19.8,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",36.9,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",441.1,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",74.9,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",143.8,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",21.3,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",149.2,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",60.4,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",47.4,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",24.1,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",15.3,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",120.9,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",91.7,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",102.2,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",108.9,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",44.8,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",10.8,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",197.5,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",66.6,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",50,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",4.8,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",39.3,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",69.1,
8/1/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",67.4,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",4.5,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",110.4,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",26.4,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",49.7,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",150.9,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",90.9,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",108,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",174.8,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",23,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",107.1,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",143.8,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",91.7,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",159.8,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",78.9,
9/10/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",103.8,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",44.6,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",82.3,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",3.7,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",81.9,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",60.8,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",70.7,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",224.6,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",123.5,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",48.9,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",196.8,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",12.3,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",249.7,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",76.4,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",48,
8/1/2010,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",99.9,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",95.9,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",17.2,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",88.6,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",222,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",137.3,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",10.1,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",155.7,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",77.9,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",29.8,
9/10/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",169.6,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",45.5,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",160.9,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",133.2,
8/1/2010,Clark Fork River at Deer Lodge,"Chlorophyll a, corrected for pheophytin",35.7,
9/10/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",114.3,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",289.7,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",58.4,
8/1/2010,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",39.3,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",144.8,
8/1/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",202.4,
8/1/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",72.9,
9/10/2010,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",111.9,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",58.8,
9/10/2010,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",266.7,
9/10/2010,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",32.2,
8/1/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",,
9/10/2010,Clark Fork River above Little Blackfoot,"Chlorophyll a, corrected for pheophytin",105.2,
